網址,標題
https://crazy.ck101.com/post/13327,推理之教練都潛在殺人犯？網友高級反諷霉體跟館長
https://crazy.ck101.com/post/13323,師父出來啦阿啊啊啊啊
https://crazy.ck101.com/post/13321,前文大校長跳船轉污點證人，稱被迫簽年漲5%違法宿舍
https://crazy.ck101.com/post/13318,年改恐怖丟貨潮要來了？ 專家：房市恐失主力買盤
https://crazy.ck101.com/post/13313,民進黨嘉縣分裂　現任副縣長吳芳銘競選下屆縣長
https://crazy.ck101.com/post/13312,【誇張片】強國拒收洋垃圾！英廢塑料賣來台灣竟暴增10倍
https://crazy.ck101.com/post/13309,新北官員二度關說侯友宜案，台北市政府送政風處除弊
https://crazy.ck101.com/post/13306,高層走人只剩工讀生？台北市大直美麗華影城出大包民眾氣炸
https://crazy.ck101.com/post/13303,[新頭殼物語]蔡政府民調「三管齊下」 勇哥陳水扁：「邱太三不換，先換黨主席？」
https://crazy.ck101.com/post/13302,台電去年累積虧損擴大 連續11年不發股利
https://crazy.ck101.com/post/13300,新北市半個月兩起分屍案，486嗆邱太三不死刑滾蛋
https://crazy.ck101.com/post/13299,醫生叫我自己幫貓打針 出了問題打電話回去問 他說他要睡覺
https://crazy.ck101.com/post/13296,電玩成癮　今天起正式列入精神疾病
https://crazy.ck101.com/post/13295,館長遇黑道惱羞宣布一言堂，說沒身分證都假帳號封鎖
https://crazy.ck101.com/post/13292,【抓包片】監察院爆放縱員工賺外快　夫妻檔兼差賣水果
https://crazy.ck101.com/post/13291,產女像別人 夫被酸「綠光戰警」女醫通姦賠250萬
https://crazy.ck101.com/post/13290,耍寶王共諜案還洗錢35億，統媒與挺藍網紅都挫著等
https://crazy.ck101.com/post/13289,世界盃台灣還要幾年才能去？3分鐘看台灣「足球夢」
https://crazy.ck101.com/post/13280,張安樂頒市長獎？議員諷：白色力量成白狼力量
https://crazy.ck101.com/post/13279,哭稱一生抓壞人沒拿錢回家，網友酸年薪百萬拿去養誰？
https://crazy.ck101.com/post/13275,張淑晶終於找到對手了！網友齊嗆館長支持剝削弱勢
https://crazy.ck101.com/post/13270,浣熊專家很狂
https://crazy.ck101.com/post/13269,自由廣場》彭明敏:總統的威信
https://crazy.ck101.com/post/13268,致災型降雨襲擊　台南多處淹水
https://crazy.ck101.com/post/13266,700萬賓士落地4分鐘將變廢鐵　全因拖車駕駛偷懶
https://crazy.ck101.com/post/13265,時代力量:自己的勞權自己救!公投聯署
https://crazy.ck101.com/post/13261,驚！名律師呂秋遠踩倫理紅線　遭律師懲戒記申誡
https://crazy.ck101.com/post/13257,中字輩統媒再做假新聞，鳳梨王子怒狗改不了吃屎
https://crazy.ck101.com/post/13256,天兵！打靶「偷藏1顆子彈」當紀念　退伍前被起訴
https://crazy.ck101.com/post/13253,捷運刷牙嬸
https://crazy.ck101.com/post/13252,無腦猛扯珍奶湯匙自嗨，政客作秀導致反效果
https://crazy.ck101.com/post/13236,侯友宜官運亨通秘辛被爆出，原來是擺平朱立倫岳父小三
https://crazy.ck101.com/post/13234,國民黨造謠害香蕉跌價，事後僅認為這只是小事
https://crazy.ck101.com/post/13233,周玉蔻節目飆罵陳佩琪 突被插1句話瞬間嚇到結巴！
https://crazy.ck101.com/post/13231,"三立電視發聲明書, 結果打臉三立電視"
https://crazy.ck101.com/post/13230,民進黨支持者倒戈？退黨議員許忠信：反新潮流系的人挺我
https://crazy.ck101.com/post/13229,再談北農爭議 柯P嘆氣：藍綠島內互打把台灣打趴了
https://crazy.ck101.com/post/13228,市府突襲北農查帳買洋酒案，真相曝光後黨媒不敢再報導
https://crazy.ck101.com/post/13227,雞排妹諷侯友宜 新北市長叫館長來選啦!
https://crazy.ck101.com/post/13226,大巨蛋不解約 就是柯文哲放水???
https://crazy.ck101.com/post/13224,是要多辣? 買水煎包多要辣椒醬被拒就崩潰
https://crazy.ck101.com/post/13222,這不4七仙女 德國政客湖中游泳 岸上衣物被幹走
https://crazy.ck101.com/post/13219,看護嬉鬧! 病患裸臀被拍入鏡
https://crazy.ck101.com/post/13213,「假仙救不了台灣」　呂秀蓮：我要開始講良心話
https://crazy.ck101.com/post/13212,嘉義排水工程挖到19具骸骨　耆老：可能挖到刑場
https://crazy.ck101.com/post/13211,阿姨自己被排氣管燙到 要求醫藥費 已新增新聞連結
https://crazy.ck101.com/post/13209,沒有腦就不要生小孩　
https://crazy.ck101.com/post/13208,噁！員工用路邊積水洗碗　老闆稱新來的不懂
https://crazy.ck101.com/post/13200,館長現出原形再展藍色本性，靠北蔡英文沒結婚沒母性
https://crazy.ck101.com/post/13187,明明不滿新北政府卻砲轟蔡英文，藍館長被理性網友們打到臉腫
https://crazy.ck101.com/post/13184,陸戰隊枉死！潮州一晚兩命案　感情糾紛殺錯人
https://crazy.ck101.com/post/13179,【爆料片】黃國昌指控　顧立雄老婆王美花關說大創案
https://crazy.ck101.com/post/13174,侯友宜反對蓋任何電廠，智慧節電幹話超越用愛發電
https://crazy.ck101.com/post/13165,館長選擇性發言幹話不斷，這次徹底惹惱專業的幼教師
https://crazy.ck101.com/post/13163,SEAFOOD輸了 美版妙禪要信徒買16億飛機
https://crazy.ck101.com/post/13161,94要用夾的 竊嫌娃娃機自己擺放自己夾
https://crazy.ck101.com/post/13159,館長被小段嗆爆後遭網友看破，分屍案不敢嗆白狼跟藍議員
https://crazy.ck101.com/post/13150,再延2年 北藝中心完工跳票
https://crazy.ck101.com/post/13148,最蠢不打自招! 流刺網撈起大量沉底試驗彈  統媒還配合去砲轟政府
https://crazy.ck101.com/post/13147,新北兇案頻傳治安持續惡化，分屍案朱峻穎還是促統黨成員
https://crazy.ck101.com/post/13143,【17情殺不斷更新】狠殺直播主女友　男應訊撞桌哭喊：判我死刑
https://crazy.ck101.com/post/13135,【板橋分屍不斷更新】殺台大女友肢解裝7袋　狠男提屍袋畫面曝光
https://crazy.ck101.com/post/13131,越南妻慫恿夫「假離婚」　簽字後立馬床戰小王
https://crazy.ck101.com/post/13129,這樣也能進球！　福將本澤馬截門將失誤進球
https://crazy.ck101.com/post/13128,曾文水庫蓄水率剩5.38％ 南化水庫幫忙解渴
https://crazy.ck101.com/post/13127,嗆小英噁心畫面被酸照照鏡子，史上最好笑打臉讓炳忠7pupu
https://crazy.ck101.com/post/13126,釘子戶「7坪換2戶」想要更多！被建商放生 爬屋頂跳樓抗議
https://crazy.ck101.com/post/13124,政府捐贈WHO百萬美元 館長暴怒痛批:做凱子
https://crazy.ck101.com/post/13122,他發票「號碼全中」 卻衰到只拿0元
https://crazy.ck101.com/post/13120,離奇！男肩膀中2彈送醫 警：兇手是「烤箱」
https://crazy.ck101.com/post/13116,比牛奶貴9倍！「沙漠白金」美國、亞洲開始夯
https://crazy.ck101.com/post/13115,【彭博分析】中國若被強加關稅　最慘的竟是台灣
https://crazy.ck101.com/post/13112,首次搭飛機！　阿伯開逃生窗挨罰一萬
https://crazy.ck101.com/post/13111,【追緝片】台泰合逮34詐騙車手　找回1億2千萬泰銖
https://crazy.ck101.com/post/13109,發燒第一和倒讚第一
https://crazy.ck101.com/post/13108,外交路艱辛！臺灣國：想要好的外交關係從正名台灣開始
https://crazy.ck101.com/post/13101,大家一定要小心這無恥不要臉的垃圾犯罪家族！尤其是高雄地區的同胞！
https://crazy.ck101.com/post/13100,[台獨進行式]布吉納法索斷交 中華民國邦交國降至18國
https://crazy.ck101.com/post/13099,這週還有拉屎新聞會上榜嗎？?
https://crazy.ck101.com/post/13092,拔管案變白色恐怖？北檢約談台大遴委們 聲稱大家都感謝
https://crazy.ck101.com/post/13085,台大遴委遭約談 北檢：依法辦理 盼勿混淆焦點
https://crazy.ck101.com/post/13084,孫安佐拚遣返 美國土安全局出手了
https://crazy.ck101.com/post/13081,想起女友被拋棄 男開車撞洋酒行出氣
https://crazy.ck101.com/post/13080,陰屍路? 美佛州大停電誤發「殭屍警報」
https://crazy.ck101.com/post/13079,【白癡片】男入伍前吸毒壯膽遭逮
https://crazy.ck101.com/post/13078,「屍體從墳墓爬出攻擊人」！美佛州大停電誤發「殭屍警報」
https://crazy.ck101.com/post/13077,逃票還反投訴台鐵站務！台灣鯛無下限！
https://crazy.ck101.com/post/13073,叫張無忌出來打阿 太極真功傳人2秒被KO
https://crazy.ck101.com/post/13072,真●打手槍 日健教課本竟把性器畫成．．．
https://crazy.ck101.com/post/13069,站牌當便所
https://crazy.ck101.com/post/13067,扯！比丘尼放生毒蛇　稱誦經後無毒
https://crazy.ck101.com/post/13066,玩火燒毀2萬公頃森林 少年得賠十億
https://crazy.ck101.com/post/13064,拍扁麵包師求國台辦貸款，落屎手藝讓中國人都吐槽
https://crazy.ck101.com/post/13060,【財神爺找人動畫】1-2月發票　7張千萬沒人領
https://crazy.ck101.com/post/13059,價格直落沒人要？ 資源回收物傳進焚化爐燒毀
https://crazy.ck101.com/post/13058,放生六袋龜殼花受阻　比丘尼竟嗆：「誦經加持後沒毒了」
https://crazy.ck101.com/post/13055,"不可能～""冷氣開24H""電費2個月才1636元 達人解析""開關機""是關鍵"
https://crazy.ck101.com/post/13054,走過一甲子 華西街最後一家蛇肉店下周熄燈
https://crazy.ck101.com/post/13047,德國腳稱獨裁者我的總統，沒有「德國價值」被罵翻
https://crazy.ck101.com/post/13046,當警察歡樂送？　半夜打110　竟要警幫忙外送宵夜
https://crazy.ck101.com/post/13043,有病! 師將西瓜挖一個洞　當學生面前與西瓜做愛
https://crazy.ck101.com/post/13042,約砲手冊? 阿根廷世界盃手冊 教把俄國妹
https://crazy.ck101.com/post/13041,黃金攻擊! 不滿店員服務態度　女客當眾拉屎攻擊
https://crazy.ck101.com/post/13040,抖Ｍ男看性虐Ａ片　　自宮體驗被虐快感
https://crazy.ck101.com/post/13039,恐！情侶相約體驗性愛絕頂升天　女友刺男有五刀
https://crazy.ck101.com/post/13038,有夠衰！為撿香菸 手臂卡水溝1個多小時
https://crazy.ck101.com/post/13032,黑到底！黃安嗆蔡英文若能國機國造「本帥就陪妳睡」
https://crazy.ck101.com/post/13027,沒知識兼沒衛生！台灣大媽坐台鐵 拿頭墊巾墊便當！
https://crazy.ck101.com/post/13026,不採信馬英九說法 高院：身為國家元首不足表率
https://crazy.ck101.com/post/13024,首例 陳冲反對票公投遭中選會駁回
https://crazy.ck101.com/post/13023,報導馬來西亞投票也要搞政治立場???
https://crazy.ck101.com/post/13021,巴克利： 認為火箭會贏的，攏係北七！
https://crazy.ck101.com/post/13019,天眼系統發威戳破謊言 馬英九涉犯特別背信重罪
https://crazy.ck101.com/post/13017,馬英九二審遭判4月 北檢邢泰釗辦公室傳出歡呼3秒鐘
https://crazy.ck101.com/post/13008,馬英九被訴洩密案 二審逆轉改判4月徒刑
https://crazy.ck101.com/post/13007,總統帶頭毀憲亂政獲輕判，葉毓蘭要馬進去關4個月登大人
https://crazy.ck101.com/post/13004,朱門酒肉臭！朱侯大搞台版清除低端人口政策
https://crazy.ck101.com/post/13003,大愛台拍戲傷害中國玻璃心，國台辦施壓才播兩集就下架
https://crazy.ck101.com/post/13001,怪不得統派入校園毆打學生，台大校警竟幫管爺掛布條
https://crazy.ck101.com/post/12989,才剛扯中國放水辱運動員，呂后轉與柯同調挺台大學閥
https://crazy.ck101.com/post/12988,感謝跳中華？台哥大、遠傳網速狂飆
https://crazy.ck101.com/post/12985,三立新闻 胡乱報他國國情
https://crazy.ck101.com/post/12983,期待媒體公正客觀　蔡英文：Line群組有很多錯誤資訊
https://crazy.ck101.com/post/12981,【更新】堅不道歉「放水說」　呂秀蓮：柯P先講中國來的是二軍
https://crazy.ck101.com/post/12978,正妹約50男「開房間」代價超慘！PO下體照勸世
https://crazy.ck101.com/post/12977,呂秀蓮稱我世大運表現好是「中國放水」 網友暴動了
https://crazy.ck101.com/post/12976,马来西亚大选
https://crazy.ck101.com/post/12974,曹興誠：兩岸之間關係如此不樂觀，都是馬英九搞壞的
https://crazy.ck101.com/post/12971,柯文哲宣布退選台北市長?
https://crazy.ck101.com/post/12966,再提「兩岸一家親」？柯文哲稱基調不變：兩岸要減少緊張
https://crazy.ck101.com/post/12964,為這場選舉她全裸！雞排妹上空趴桌籲「回家投票」
https://crazy.ck101.com/post/12963,​【悲慘片】史上最慘員工旅遊！景點通通「今日公休」
https://crazy.ck101.com/post/12960,遭諷「不值3萬元」　側奶妹動怒告30網友
https://crazy.ck101.com/post/12957,來亂的? 高國華亂入反年改 遭嗆別來作秀
https://crazy.ck101.com/post/12953,這時候反不反核電？廢料納直轄市 朱立倫反對
https://crazy.ck101.com/post/12949,民視新聞台斷訊 罰TBC 330萬 民視20萬
https://crazy.ck101.com/post/12945,花蓮94愛這味！傅崐萁花200萬善款  辦藍營選舉餐宴
https://crazy.ck101.com/post/12942,天兵酒店妹誤以為吸毒恩客中邪  餵符水致錯過救援時間
https://crazy.ck101.com/post/12941,壯男護妻推人變防衛過當…判賠200萬 法官：奪棒即可
https://crazy.ck101.com/post/12937,施振榮評獨董爭議 用程序問題杯葛最糟糕
https://crazy.ck101.com/post/12935,【用戶注意】民視下架風暴擴大　凱擘百萬用戶周四恐斷訊
https://crazy.ck101.com/post/12933,一張圖看金門9小時3177次閃電 網友：有人得罪索爾嗎
https://crazy.ck101.com/post/12931,史上最先進　  4D體驗鐵達尼號
https://crazy.ck101.com/post/12926,蔡英文「非常不爽」柯文哲　北市長不讓了！
https://crazy.ck101.com/post/12925,過氣政客李家同談國際觀，批星戰日胡鬧秒遭打臉
https://crazy.ck101.com/post/12924,【拖下水動畫】小玉嗆聲前早就繳稅　故意掀「網紅大查稅」？
https://crazy.ck101.com/post/12921,總統府五四慶祝國際星戰日 詩人渡也感慨：用肛門思考
https://crazy.ck101.com/post/12920,僅2票！「小英牽柯P」沒人氣 不敵台灣國民身分證
https://crazy.ck101.com/post/12919,25大夜市繳稅2.3億　逢甲第1不意外！士林才第4
https://crazy.ck101.com/post/12914,單挑啊！學弟打學長
https://crazy.ck101.com/post/12913,桃捷棕線高架化引反彈 鄭文燦：評估市區路段地下化
https://crazy.ck101.com/post/12909,台大生受夠政治操作543運動，學代會發聲明要求依法重選校長
https://crazy.ck101.com/post/12906,如當選市長 姚文智：公投決定是否拆大巨蛋
https://crazy.ck101.com/post/12905,大巨蛋去留 姚：公投決定
https://crazy.ck101.com/post/12904,大巨蛋案成競爭對手話柄？ 柯Ｐ：我們不會放水
https://crazy.ck101.com/post/12903,民視新聞斷訊 干郭台銘什麼事？
https://crazy.ck101.com/post/12902,全面清查上市櫃公司找教授當獨董 業者抱怨莫名其妙
https://crazy.ck101.com/post/12900,大台中假日12萬戶停水　店家搶水怨「多花2萬元」
https://crazy.ck101.com/post/12898,台大最黑暗的一天! 799壯士挺管侵門踏戶毆打學生
https://crazy.ck101.com/post/12897,金馬影帝台大生
https://crazy.ck101.com/post/12895,誤信偏方！遭蛇咬傷用「牛糞活埋法」　妻沒毒死反被悶死
https://crazy.ck101.com/post/12893,自知理虧? 吳茂昆怕被嗆 臨時取消台大演講
https://crazy.ck101.com/post/12892,釐清真相事物(二)
https://crazy.ck101.com/post/12891,墨西哥治安失控！185警竟有113人是冒牌貨
https://crazy.ck101.com/post/12889,【有片】蔡英文拍洗碗照被罵假掰　攝影師反嗆：無腦不查證
https://crazy.ck101.com/post/12888,勞工平均月入5萬？政院主計處網站狠打賴揆臉
https://crazy.ck101.com/post/12887,操場每天都有一坨人屎  竟是督學大的
https://crazy.ck101.com/post/12885,印度蠢男硬要跟路邊懶熊拍照被咬死
https://crazy.ck101.com/post/12882,民視新聞突遭斷訊 指控幕後遭鴻海及麥格理政治干預
https://crazy.ck101.com/post/12880,壯男護妻推人變防衛過當…判賠200萬 法官：奪棒即可
https://crazy.ck101.com/post/12878,【鐵口直斷片】又見祭品文！王定宇：若再禮讓柯文哲　我就辭中執委
https://crazy.ck101.com/post/12877,為跟馬英九合照設局性愛光碟，馬迷生技總裁控告金姓友人
https://crazy.ck101.com/post/12876,釐清真相事物
https://crazy.ck101.com/post/12875,租金漲撐不住！台南正興商圈知名旅店驚傳歇業
https://crazy.ck101.com/post/12874,「從兩韓互動看兩岸關係」中共砸30億美元挖邦交 學者：新聞僅1天效果
https://crazy.ck101.com/post/12873,"拔管恐全面清查獨董　​碩禾,遠百,宏碁這樣回"
https://crazy.ck101.com/post/12865,不滿管中閔硬幹！大學跨校聲明：自治淪為寡頭學閥保護傘
https://crazy.ck101.com/post/12864,自由廣場》從台北市立聯合醫院違反勞基法談起
https://crazy.ck101.com/post/12863,【抓包教部「雙重標準」】陽明校長遭爆　上任前曾任生技公司獨董
https://crazy.ck101.com/post/12862,「大災難」：法國美術館發現半數藏品是假貨
https://crazy.ck101.com/post/12861,民進黨選對會密會柯Ｐ　姚文智：我真的非常震驚
https://crazy.ck101.com/post/12858,孫安佐「結案」烏龍一場 聲請交保遭駁回
https://crazy.ck101.com/post/12854,超中肯！老外狂讚「台灣治安超棒」 網打臉：晚上很危險
https://crazy.ck101.com/post/12853,台大椰林大道樹幹出現「迫害」字樣 學生傻眼PO圖
https://crazy.ck101.com/post/12852,多明尼加與華斷交！ 剩19國承認「中華民國是中國」史上最少
https://crazy.ck101.com/post/12851,媽的我老婆結衣要閃婚了
https://crazy.ck101.com/post/12850,在美設公司陸申請專利　教育部長吳茂昆認了
https://crazy.ck101.com/post/12849,開除創黨元老蔡仁堅黨員資格 民進黨二審仍判賠1元
https://crazy.ck101.com/post/12846,台大陽明都出問題 監委要查大學校長遴選爭議
https://crazy.ck101.com/post/12845,美國真要對歐洲盟友發動貿易戰？豁免大限已到，川普：再給我30天想一想
https://crazy.ck101.com/post/12844,台大法律系教授辭遴選委員，痛斥校方違法護管該被彈劾
https://crazy.ck101.com/post/12842,美國少女穿旗袍參加舞會 竟慘遭指控種族歧視
https://crazy.ck101.com/post/12838,3年兩場大火讓桃園市11消防員殉職　監委要調查了
https://crazy.ck101.com/post/12837,無黨籍柯P稱綠營卡管案白癡 名嘴一句話反酸這樣才是大白癡！
https://crazy.ck101.com/post/12836,藍營不滿教育部拒違法遴選，台大博士生打臉台大放棄自治
https://crazy.ck101.com/post/12835,不是失言！ 吳茂昆再說明「為何學術沒有民主」
https://crazy.ck101.com/post/12834,最爛夜市票選出爐 榜首就是「它」！
https://crazy.ck101.com/post/12832,怪異一家人在夾娃娃機店偷音響
https://crazy.ck101.com/post/12826,教部拔管／吳茂昆強調沒政治力介入　嗆龍應台說法很好笑
https://crazy.ck101.com/post/12822,柯黑大遊行上萬人？這照片曝光一秒洩底
https://crazy.ck101.com/post/12821,研究生用餐後不適3天死亡 嘉義豆奶攤驗出細菌被勒令停業
https://crazy.ck101.com/post/12820,敬鵬工業平鎮廠全面燃燒 7消防員2移工失聯
https://crazy.ck101.com/post/12819,只會講幹話的律師
https://crazy.ck101.com/post/12818,柯文哲說拔管是白癡政策 蔡丁貴：柯指自己是白癡？
https://crazy.ck101.com/post/12816,陳昭南專欄：退將再鬧吧，中國出大事了！
https://crazy.ck101.com/post/12809,昔寬待太陽花 今研擬「襲警罪」 蔡政府雙重標準
https://crazy.ck101.com/post/12808,反年改智商無下限！之前才害死隊友  這次斷人手指還藏起來
https://crazy.ck101.com/post/12807,伸縮自如的束帶? 貪婪反年改自導自演令人傻眼
https://crazy.ck101.com/post/12805,八百壯士幕後花絮
https://crazy.ck101.com/post/12804,A片封面改這樣 網友:寫下成為傳說的一頁
https://crazy.ck101.com/post/12803,醫院當你家? 800-1壯士霸佔兒童醫院
